ID|Document_Name|Segment|I_HDR|I_CD|I_HWB|I_PYD|I_AG|I_NR|P_Beef|P_Crops & Soils|P_Dairy|P_Discovery Farms|P_Farm Management|P_Horticulture|P_Swine|P_Org Lead Development|P_Local Government Education|P_Community Food Systems|P_Community Economic Dev|P_WGNHS|P_Upham Woods|P_Land & Water Program|P_Lake Superior NERR|P_Parenting / Family Engagement|P_Aging / Lifespan|P_Financial Capability|P_Behavioral Health|P_HEAL|P_CYD|P_WI 4-H
392|Empowering Individuals to Perform Better at Work / Workforce De|The unemployment rate in the Twin Ports is currently just over 3%. A workforce study recently completed by CREC and IDM for APEX has identified workforce challenges for area companies that includes: retention of current talent, attraction of talent, and skills gaps (in technical and soft skills). Douglas County is also not immune to these market conditions. In 2019, I will offer a Leadership Development Course for Douglas County and the City of Superior with approximately 20 in the cohort. In addition, work of the Douglas County Workforce Roundtable will continue, and will adopt at least one strategy from the APEX Talent Forecast report.|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0
393|Health & Well-being among Vulnerable Populations|Oneida, Vilas and Forest Counties includes a large number of vulnerable populations, including a high and increasing aging population, children from low-income homes, economically challenged, those with chronic health conditions, as well as three tribal communities. According to data collected for the Forest, Oneida, and Vilas Counties Community Health Improvement Plan (CHIP) the averaged cancer Incidence rate in Oneida, Vilas and Forest Counties is 191 per 100,000 people, with Vilas and Oneida's incidence and mortality rates being the highest in the state. The Obesity rate is also quite high with an average of 31% in the three county area. One of the three county CHIP priority areas is Chronic Disease Prevention and Management. The Health & Well-being Extension Educator will intentionally align work to meet the goals and objectives Northwoods CAN!, the chronic disease prevention coalition. This alignment of programming will also include recent community needs in building resiliency among vulnerable populations by supporting and educating on stress management and mindfulness techniques to build resilience.|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0
394|Digital Literacy and Broadband Access (2019)|The Microsoft and 4-H Digital Ambassadors partnership empowers youth to help close the broadband internet gap. Currently in the U.S. there are 23.4 Million people who lack broadband internet access. Access is only half of the problem, feeling secure and knowledgeable enough to adopt and use the technology is the other half. This partnership will elevate teens as teachers to provide training and communication to assist adults in their community with increasing their comfort level in utilizing new technology. This will empower the adults to truly adopt and use technology to improve their opportunities and outcomes. 4-Her's serve as a trusted voice and have many long-standing relationships within their communities, which create an effective training environment and build a compelling movement throughout the community. This work will have profound effects in education, workforce development and community sustainability.In addition to the programmatic training, the youth leaders (Digital Ambassadors) will be trained as spokespeople to lift up and expand youth voice in this critical conversation. This will ensure their experiences as well as hopes and dream for their communities are heard. The youth leaders will host a minimum of six to ten (6-10) learning sessions in their community by June of 2020.|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
395|Building Community Capacity to Strengthen Families and Increase|"Empowering citizens to identify and address community problems through networking, coordination, prevention and collaboration across county lines and in urban and rural settings, was the theme of the 2013 visioning session that took place in Eau Claire County. ""The future of any society depends on its ability to foster the health and well-being of the next generation. Stated simply, today's children will become tomorrow's citizens, workers, and parents. When we invest wisely in children and families, the next generation will pay that back through a lifetime of productivity and responsible citizenship. When we fail to provide children with what they need to build a strong foundation for healthy and productive lives, we put our future prosperity and security at risk."" (Center on the Developing Child, Harvard) With this in mind, building our community with the goal of improving family life and childhood experiences creates a coordinated effort to strengthen families and build futures for our community. Science tells us that meeting the developmental needs of children is just as much about building a strong foundation for lifelong physical and mental health as it is about enhancing readiness to succeed in school. By leading and participating in coalitions and action teams focused on prevention and early intervention, we can grow the knowledge base and develop new strategies across multiple domains to strengthen families and increase the health and well-being of families. Results from the 2014 health survey, as well as results from health surveys from the past three years have shown that mental health continues to be a top priority of community members in the Eau Claire area. The Chippewa Valley is 90% done with the 2018 community health assessment, and that too is showing that mental health is still our community's number one health priority. About 75% of people in Eau Claire County with mental health conditions receive no treatment at all for their mental illness. Community members have identified the complexity of navigating the mental health system as a major barrier to receiving treatment. Nationally, as many as one in five children has a diagnosable mental health issue and the Substance Abuse and Mental Health Service Administration (SAMHSA) estimates the US prevalence of childhood Serious Emotional Disturbance (SED) as one in eight children. In Wisconsin, approximately one in 10 children qualifies as having a SED. The general population is beginning to understand children's mental health as less an absence of pathology but instead a state of social, emotional and mental well-being which includes the ability to develop friendships and connections with others; participate with confidence in school, the family, and the community; regulate emotions; and maintain high self-esteem with knowledge that one matters in the world. In 2016, Eau Claire City-County Health Department and the Chippewa County Health Department received a grant titled, ""Mental Health Matters"" to improve behavioral health of children in the Chippewa Valley. Through my role serving on the Mental Health Action Team, I was asked to participate in the Mental Health Matters Steering Committee. Our group is assessing community needs, resources and feasibility of implementing programs and policy changes to impact children's mental wellness. My role on this grant and other mental health initiatives is to promote the health and well-being of individuals, families, and communities of Eau Claire County through collaborative and focused action on education, prevention, building upon the community strengths of diversity and resources, leading community assessment, planning, implementation and evaluation. Also, in 2015 I was able to conduct the Family Needs Assessment to better understand the needs and strengths of families and individuals in our community. The survey was distributed to individuals in Eau Claire and Chippewa counties. Based on the results of that survey, my work will continue to grow with the needs of families, serving in a role that will support this research. The survey resulted in 672 respondents. Key findings indicated that chronic stress was the number one area in which families could use additional support, and that mental health ranked as the highest area of need for families. Co-chairing the Mental Health Action Team, serving on the steering committee for the Mental Health Matters grant, co-chairing the Education/Awareness subcommittee and providing leadership and education around mental wellness is an important part of my current and future programming. The work in building community capacity has a direct relationship with the Human Development and Family Relationships Team. Locally and statewide, we work to strengthen the family and enhance the relationships within it in order to raise healthy children, care for vulnerable members, and sustain productive workers and residents who contribute to community life and a civil society. The work of the team recognizes that families do not exist in isolation and that they are influenced by the many settings, institutions, norms, and policies that surround them. The team's work strives to understand these influences so that it can provide educational programs, professional development, community initiatives, and local leadership that strengthen the family's ability to perform its critical functions."|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
396|Adopting Profitable Agricultural Practices which Enhance Enviro|"Iowa County was founded in 1829 and has 23,000 residents (2012 Census). While still a rural county it is becoming a commuter community to a metro area (Dane County) and sits within a circle of some 75 million consumers within a 5 hour drive. The county is located in the un-glaciated, southwestern corner of the state, dominated by a gently rolling to steep, rugged terrain, recognized for its' scenic beauty along with productive farmland. The majority of the county is underlain by highly fractured limestone and sandstone formations, soil depths range from several inches to several feet. Ground water resources are excellent and many valleys are bisected by small streams and rivers, feeding into the Upper Mississippi River basin. The highly erodible topography, soil, and sub soil make this landscape fragile to degradation of soil and water quality. The 2012 Census of Agriculture, indicates that farm numbers are decreasing(1588), reversing a recent trend observed in the 1990 and 2000 Census of Ag, where more (1813), but smaller farm sizes were reported. There are 1183 farm operations and Census of Ag also demonstrates that less than 50% of farm operators (n=749) derive their income exclusively from farming. The census data infers that 400 farm owners (25%), are not operating their farm.Agent needs assessment of county and township elected officials (n=30), and interviews with ag lenders identified 12 key issues. The highest priorities were - value of farm products, impact of agriculture on the environment in terms of water quality and soil erosion, and farm income for small family farms.A UWEX office needs assessment in 2011 (n=145) identified concerns from farmers and rural landowners about the impact of runoff and manure on water quality and increased soil erosion and sedimentation from more tillage. Regional organization surveys reinforce these concerns. Southwest Badger Resource, Conservation and Development needs assessment survey (2012) (n=98) - soil erosion, surface and ground water quality were identified as the most pressing conservation issue in the region. Southwest Regional Planning Commission implemented a visioning needs assessment (2013) ""Grow Southwest Wisconsin"" and established regional objectives to preserve, sustain, and manage Southwestern Wisconsin's agricultural and natural resources, support education and research related to agriculture, and to conserve water and soil. The consistent concern from farmers and rural landowners over time and about the impact of agriculture on soil and water quality has led to educational programming efforts focused upon the sustainability of agriculture. Recent (2018) rural ground water assessment in Iowa, Grant and Lafayette County has resulted in 42% of rural wells with some form of contamination. Society, rising incomes and growing populations are placing more demands upon agricultural lands to provide safe, affordable food and to reduce US dependence upon imported oil by producing alternative bio-energy products. Unfortunately this contributes to a negative feedback loop, more people equals more food and energy consumed resulting in more intensity of agriculture. More mined fertilizer (limited resource) used at faster rate, more acres cropped more intently (more fuel - limited resource) resulting in more soil (limited resource) erosion. An outcome is lowered capacity of soil to produce food and fuel and collapse. As agriculture increases its' intensity, some production practices will rank higher or worse than others in the degree of effect on soil quality and erosion and impacts on surface and ground water. Iowa County has had the highest level of Conservation Reserve Program acres in Wisconsin, as gross acres and as percent of total crop acres. High commodity prices triggered rapidly increasing lands rental values and have attracted many of these acres back into row crop production. In 2009, the Geological Natural History Survey completed mapping the underground water geography of Iowa County, with depth to bedrock data, creating a 3-D map and potential areas of high concern for groundwater contamination. The shallow upper aquifer is in the most intensive ag area of the county and is highly susceptible to contamination. The deep aquifer is located on the more rugged and rugged landscape. The US Environmental Protection Agency and USGS have identified the Upper Mississippi Basin as a large contributor of nitrogen and phosphorous to the waterway resulting in a growing hypoxia zone in the Gulf of Mexico. Blue Mounds State park is the highest point in southern Wisconsin at 1719', US Highway 18 roughly follows the old Military Ridge with an average elevation of 1200'. Runoff to the south drains into the Pecatonica River system, as this water leaves Iowa County at Blanchardville, it has lost 400' of elevation over a distance of 17 miles. High commodity prices resulting from government incentives, lack of effective enforcement and freedom to farm have encouraged sod busting, the conversion of pasture and transition of CRP acres into row crop production. Current low commodity prices are encouraging producers to work even more land to pay bills, while the best strategy may be to not row crop these marginal acres at all. Forages whether as hay or grazed pasture are ideally suited to address multiple concerns - profit, soil regeneration, improved water infiltration and higher soil health compared with row cropping. Reduced and No-till also further the goal of reducing soil loss and improving water infiltration rates, further adoption of cover crops can push soil building, water infiltration closer to the levels of managed pasture. Nutrient management planning is essential to producers for managing production input costs on fertilizer purchases and understanding soil loss rates on their farm under current and potential improved management. Educating both producers and land owners who control access to a significant portion of ag lands on the value of conservation is imperative lest we repeat the folly of the poor ag practices of the past. By deploying best ag practices, runoff can be reduced, water infiltration can be increased soil maintained and improved. The judicious use of dairy and livestock manure with a carbon source can build soil organic matter and make Iowa County more resilient. Good and improving soil and water quality will maintain and enhance our environment, agricultural productivity and quality of life."|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
397|  Sustainable Agriculture for Douglas County: Nutrient Manageme|"Douglas County has experienced a loss in productive agricultural land over the past 30 years, particularly as most of the dairy farms have discontinued. Presently there are 5 active dairy farms. The majority of the agricultural land is in grassland hay and beef production. The transition out of more intensive agriculture has resulted in the vast number of farming operations relying on ""off farm"" employment to fulfill income needs. At the same time, it has been observed through on farm visits, yearly Dairy Roundtables, facilitating Local Food Coalition gatherings, serving as an advisor on the Douglas County Farmland Preservation Planning Committee, participating in grazing and nutrient management field days and on farm research plots: farmers expend energy and resources on agricultural methods that do not allow the potential economic, environmental or societal return of sustainable agronomic management.A particular need continues to be management of the nutrients for a productive system, both economically and environmentally. Locally, UW- Extension has been able to address these questions by engaging individual landowners, businesses, elected officials with University Wisconsin- Madison Agriculture Specialists in the College of Agriculture and Life Sciences to offer education, research and outreach in Farm Management, Dairy Profitability, Agronomy, Soil Science and Community Food Systems.As indicated in the Douglas County Farmland Preservation Plan (2018-2028) and the Douglas County Comprehensive Plan (2010-2030), the County and its citizens consider agricultural land an important land use in its county for economic strength, conservation of their natural resources and a desirable way of life. Sustainability for agriculture is important to maintaining and growing these outcomes. There is a growing awareness that farmers often purchase or rent more grassland acres to meet their forage needs rather than sustainably manage what they own currently. This strategy results in increase infrastructure costs (rent, time, machinery) and results in lower yields, loss of quality forage, decrease in soil health, and valuable time away from family and community.The diversity of population is relatively low in Douglas County, particularly for those that influence the rural land use. This will need to be addressed when gathering data, providing outreach, and gathering input. This should be achieved by engaging the new and young farmer demographic and encouraging non farmers in offering ideas, participating in programing and making decisions for sustainable agriculture outcomes in Douglas County."|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
398|Reality Check Financial and Life Choices Program (2019)|"Buffalo and Pepin are adjacent, rural counties and share a combined total of a little more than 20,500 individuals living in 8,759 households (U.S. Census Bureau QuickFacts estimates, July 1, 2016), spread across 1,004 square miles. In both counties, agricultural-related activity is the primary economic base. Statistics show that family composition is mixed, with a greater percentage of single-parent households, unmarried parents and stepfamilies, in comparison to two-parent households. (American Community Survey Profile Report: 2011-2015 5-year estimates). Racial/ethnic composition in Buffalo County is 97.7% white alone; Pepin 98.2%. Although a relatively small percentage, Latino is the predominant minority, and I have utilized partnerships for outreach to connect with Latina-led young families for parenting and relationship education. Alcohol abuse, illegal drug use and mental health are top concerns for residents across both counties. (Great Rivers United Way COMPASS NOW 2015 Survey; Buffalo County Community Needs Assessment, 2015; Pepin County Community Health Improvement Plan 2016-2020; Buffalo County Community Health Improvement Plan 2016-2020). According to the National Provider Identification Registry, there were no mental health care providers available in Buffalo County prior to 2015. There are now two part-time mental health providers available in Buffalo and Pepin counties, with a patient to provider ratio of 6,679:1, compared with the WI state average ideal patient to provider ratio of 623:1. The lack of access to mental health services is a problem for families and individuals.Both Buffalo and Pepin counties face a dramatic doubling (from 15% to 30%) of residents age 65 and older by the year 2035. A need to prepare aging-friendly communities has been expressed among local government and agency partners, and will be a part of future programming planning. (This may become a secondary programming priority).Median household income is $50,196 and $49,516 for Buffalo and Pepin counties respectively. However, there are wide disparities between age groups, ranging from $16,917 for younger adults to $63,182 for seniors (U.S. Census Bureau QuickFacts estimates, July 1, 2016). And, while unemployment rates are low, so are high-paying ""living wage"" jobs (livingwage.mit.edu, living wage calculator, 2017). Only 4% of Buffalo County respondents rated the availability of jobs with wages that offer a good standard of living; 74% responded poor or fair (2015 United Way: Buffalo County Random Household Survey). The percentage of high-paying jobs is low and a high household income is not enjoyed by most residents. The UW-Extension 2018 Developmental Situational Analysis process for Area 9 identified AODA and health concerns, and building skills for healthy family relationships, stability and well-being as two of the top five priority needs. This was based on a broad representation of stakeholder/partner input and surveys, and is consistent with results of a 2010 formal Survey of Issues and Themes Impacting WI Families and Communities that I conducted with local partners, as part of a statewide Family Living Program effort. Responses from dozens of partners confirmed my programming focus on education and prevention for family relationships and financial security, especially for vulnerable populations. Local Community Health Improvement Plans, United Way Community Assessments and Youth Risk Behavior Survey data continue to validate these programming priorities.I hold a leadership role within the Institute for Human Development and Relationships by chairing two state efforts: Healthy Relationships, and Correctional Systems Audiences. In order to make the greatest impacts at the local, regional or state levels, it is important that I leverage resources and be clear about my facilitating, research, education, planning and evaluation roles. Where possible, a prevention approach that reached a wide audience has been the foundation of programming efforts and, when necessary or appropriate, intervention strategies have been used. I rely on research and specialist support, as well as multiple sources for assessing current and future community needs. I advance a collective impact with partners and coalitions.Provide educational resources and opportunities about healthy couple, co-parenting and other family relationships parenting, child development, either direct education or contacts, online or through key partners. Specific to the Reality Check program, many of the local schools do not offer life-skills or personal finance courses for students. This program ensures that all students receive essential education and authentic learning experiences toward decision-making, education and career, and personal finance as a successful young adult."|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0
399|Addressing Leadership and Organizational Development Challenges|This program plan was prioritized based on the continued need to raise the majority of my salary and benefits from sources outside of the UW-Madison Division of Extension's budget (with grants, contracts and fees for educational services). This is my 15th year operating within this type of budgeting plan. Jefferson and Waukesha Counties are geographically located between Madison and Milwaukee along the I-94 interstate corridor. Both counties have experienced substantial population growth over the past 35 years. Since 1980, Waukesha County has grown by over 116,000 people and Jefferson County has grown by over 18,000 people. Collectively, in 2016, Waukesha County (396,449) and Jefferson County (84,262) had a combined population of over 480,000 people.Since the spring of 2017, Waukesha County UW-Extension has worked with the Village of Palmyra on understanding demographic trends, understanding their trade area, and connecting small businesses to resources. UW-Extension has connected small businesses in Palmyra to the resources offered by the Small Business Development Center at UW-Whitewater. UW-Extension also conducted small business retention and expansion visits with 22 companies with under 50 employees. Based on what we heard on these visits from business owners, UW-Extension developed three workshops for small businesses in collaboration with a steering committee of the Chamber of Commerce. The majority of this effort was funded by a USDA Rural Development Grant that Waukesha County UW-Extension wrote to provide educational and technical assistance to Palmyra. Palmyra has requested additional assistance from UW-Extension in 2019 to assist them with formulating a plan for a Wisconsin Department of Tourism Joint Effort Marketing (JEM): Destination Marketing grant to better capture visitors from the Kettle Moraine State Forest, Southern Unit. Annually, over 1 million people visit the southern unit of the Kettle Moraine State Forest. Farmers Markets, Parks, Trails, and Pedestrian uses are topics of high interest in attracting and retaining millennials in communities. This remains a continued need with non-profit groups in Jefferson County and an area that UW-Extension has the skill sets to deliver with data analysis, strategic planning, and organization development. Currently, Jefferson County has over 400 registered non-profit organizations.|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
400|Traditional Ecological Knowledge, Culture and Ecology Field Cou|"The success of the G-WOW Changing Climate, Changing Culture professional development model which integrates place-based investigation, traditional Ojibwe ecological knowledge (TEK), and ""western"" science has evolved from a 4-day climate institute (offered annually from 2011-2016) into a series of multi-day natural resource and climate change field courses based on this model for youth, undergraduate students, and professionals, These are multi-day field courses featuring a curriculum that I customize to meet each group's learning objectives. I partner with the Great Lakes Indian Fish and Wildlife Commission, and Bad River and Red Cliff Tribes to offer place-based learning, culturally relevant experiences and with state and federal agencies, such as the Northern Institute of Applied Climate Science, to provide additional ""western"" science research. Demand for climate change educational programs based on the G-WOW climate literacy model continues. I continue to offer single and multi-day G-WOW Climate Camps"" for school and youth groups; and present the model to adult audiences on request. In addition, I maintain the G-WOW website (www.g-wow.org) as a online climate training curriculum and repository of climate resources."|1|1|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
401|(2019) Opioid Task Force Programmatic Response #2: Provide comm|Behavioral Health & OpioidsThe misuse of and addiction to opioids is a serious national health crisis that has grown to epidemic status. In 2016, the national rate of opioid related deaths was 13.3 deaths per 100,000. The rate of drug overdose deaths has steadily increased in the last decade. In 2016, national rate of drug overdose deaths was more than three times the rate in 1999.In Wisconsin, the drug overdose death rate is higher than the national average. Wisconsin has a rate of 15.8 deaths per 100,000 or (865 people). This statistic refers to only opioid related deaths. Countless more Wisconsin residents are affected by opioid addiction from those who are currently addicted, to children in foster and kinship care due to neglect and/or abuse associated with their parents' drug addiction. The fallout from addiction includes eviction, homelessness, criminal history, unemployment, adverse childhood experiences (ACES), among many others. These rates are expected to soar with the rise in opioid use.Mental Health First Aid takes the fear and hesitation out of starting conversations about mental health and substance use problems by improving understanding and providing an action plan that teaches people to safely and responsibly identify and address a potential mental illness or substance use disorder.|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
402|Network Literacy Team, Military Families Learning Network: Addr|Network Literacy (NetLit) helps people become more resilient and adaptive within complex social systems through relationship building, personal growth, and shared work. We do this by creating space for practice, reflection, connection, inquiry, co-learning and collaboration.The term network literacy describes competence in using online networks to learn, teach, create, share, and build both personal and professional communities.Network literacy is an important part of the work of the Military Families Learning Network and specifically the NetLit team because it:Involves how people find information, connect with others, communicate, work, learn, share knowledge, and teach through networks.Investigates and creates understanding of the social, economic, and political implications of knowledge distribution via networks.Focuses on how technology and social networks are influencing and reshaping society.However, the work of the NetLit team extends beyond competence in using online networks.The complex and interrelated issues facing military families, call for emergent and adaptive solutions. NetLit will help MFLN better contribute to these solutions by:Producing and sharing knowledge about complex systems and the role social networks play in building resilience within those systemsCreating learning experiences and spaces for the practice of network building.Facilitating network-wide discussions on creating conditions for engagement and program innovationCollaborating with MFLN concentration areas to support more collaborative, learner-centered, and issue-driven programmingMeasuring and monitoring the health of the MFLN network|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
403|Climate Strong! Building Tribal Youth Leadership for Climate Re|Tribal governments are facing harsh realities as extreme weather, development, and economics threaten not only the sustainability of natural resources but also their culture. Because their culture is intertwined with the land and the plants and animals that living there, tribes face unique challenges in maintaining their cultural practices as a changing climate affects those resources. This initiative is based on the 2019-2021 Climate Strong! $500,000 NOAA grant to the Fond du Lac Tribal and Community College (FDLTTC) to develop a training curricula and outreach for educators and tribal youth to build their leadership in helping their communities build climate resiliency within the 3-state Ojibwe Ceded Territory of Wisconsin, Minnesota, and Michigan. I assisted in developing this grant and initiative and am serving as a Co-Principal Investigator. Other partners include the Great Lakes Indian Fish and Wildlife Commission (GLIFWC), the 1854 Treaty Authority, and the Lake Superior National Estuarine Research Reserve as a NOAA asset. The project integrates the G-WOW climate literacy model to build awareness of how climate impacts community and cultural systems and build leadership skills to contribute to resiliency strategies through integration of place-based culturally relevant traditional ecological knowledge (TEK) and NOAA earth science assets.|1|1|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
404|Through deliberate leadership opportunities early adolescent yo|"National Data: Since the 1990's employers require a mix of soft skills and technical expertise from future employees. Soft skills include interpersonal communication like team work, problem solving and critical thinking. In addition, listening in being able to reflect, summarize, and para phrase what another person is saying. Furthermore, prioritization of work flow, written communication and innovation highlights essential areas. Cognitive skills like reading, writing, and arithmetic is crucial in predicting academic and employment success. In 2008, the Association of American Colleges and Universities (AACU) reported on a multi-year dialogue between employers and institutions of higher learning. In which, each institution must foster a high level of intellectual and practical skills. Garcia, in 2014 confirms the AACU report with employment sectors requiring various skill sets from interpersonal to applied skills. Only one third of graduating students are ready for college or engaging in the workforce (Wagner 2008). Positive youth development programs provide life skill development and the opportunity to apply learned leadership skills. Deliberate leadership activities create opportunities for youth to lead and work with peers and adults. The University of Illinois Extension (Diaz et al, 2015) identified six action areas where youth leaders develop competency in 4-H Youth Development: 1) planning, 2) promoting, 3) teaching, 4) mentoring, 5) advocating, and 6) advising. The 2010 Wisconsin 4-H Youth Leadership study found older 4-H youth demonstrated the following:ü Individual growth in life skillsü Youth participation in intentional leadership practices (club officers, committee members, camp counselors, leadership training workshop participants, etc.) ü Increased opportunities for in group and teamwork development. A key difference in the expectations of employers going forward revolves around literacy. For today's (and tomorrow's) employers, literacy no longer refers to one's ability to read and write, but their ability to navigate communication platforms, specifically in-person relationships, while navigating the online platforms. Today's youth are born into a world where technology is part of how they learn, communicate, and experience life (Ku 2014). Conversely, soft skills; teamwork, problem solving, critical thinking, listening, and communication skills will keep the workforce moving in a united and upward direction. Wisconsin Data: In Wisconsin, the Governor's office has established workforce development goals that serves as the basis for local/regional responses to economic development and workforce needs, including a plan for youth (Department of Workforce Development 2013). The soft skills, life skills, and leadership skills previously identified align with the Governor's goals for Wisconsin's ""emerging workforce"" - youth (Western Wisconsin Workforce Development Board, Inc. 2014). These skills align with the 4-H youth developments essential elements of Belonging, Independence, Generosity, and Mastery. In addition, the 6 C's of positive youth development: connection, competence, confidence, character, caring, and contribution.4-H Data: 4-H Youth Development has been preparing youth for a successful future outside of school since 1904. Youth leadership and life skills are synonymous with positive youth development. Youth leadership programs provide life skill development and the opportunity to apply learned skills. The 2010 Wisconsin 4-H Youth Leadership study found that older 4-H youth demonstrated individual growth in life skills. Intentional leadership practices found active participation as a club officer, a committee member, a camp counselor, a facilitator of a project area, and more develops independence, and mastery. Purposeful opportunities to work in groups contribute to life skill development. The strongest outcomes in the 2010 Wisconsin 4-H study were in community connectedness and self-efficacy (beliefs about one's capabilities to produce effects). The strongest skill results related to communication, decision-making, and problem-solving skills. Exactly the skills employers are looking for. Local Data:A 4-H youth and adult assessments were conducted in the fall of 2017. The premise for conducting the survey was to identify why Clark County 4-H has difficulty retaining youth over the age of 12. Questions revolved around the priorities youth and parents participate in and outside of 4-H. The respondents identified parallels with 4-H, FFA, Sports, other extracurricular school activities, religious obligations, and work. Challenges experienced in 4-H yielded a range of responses from the risk of failing (not doing well), availability (time), new people, reporting (record books), and uncomfortable with the unknown. The University of Illinois Extension (Diaz et al, 2015) identified six action areas where youth leaders develop competency in 4-H: 1) planning, 2) promoting, 3) teaching, 4) mentoring, 5) advocating, and 6) advising. Clark County 4-H's primary focus has been on teaching and mentoring with older youth and their parents."|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
